ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Label
5564,1969,Graduation,Together,62882.0,0,1,09-08-2012,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,1
5682,1953,PhD,Single,64108.0,0,1,23-03-2013,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,0
5278,1964,Graduation,Married,82224.0,0,0,25-01-2014,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,1
3560,1952,Graduation,Together,83844.0,0,0,12-05-2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1
10548,1995,Graduation,Single,71163.0,0,0,09-03-2014,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,1
4073,1954,2n Cycle,Married,63564.0,0,0,29-01-2014,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,0
6974,1972,PhD,Together,83443.0,0,0,31-12-2013,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,1
7938,1958,PhD,Together,51518.0,0,1,03-10-2013,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,0
7094,1975,Graduation,Widow,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,0
3667,1969,Graduation,Married,80952.0,0,0,28-02-2013,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,1
7723,1979,Graduation,Together,75507.0,0,0,02-05-2014,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,1
3870,1978,2n Cycle,Together,63855.0,0,0,09-02-2013,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,1
4012,1972,PhD,Together,62220.0,0,1,11-08-2012,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,1
5909,1964,Graduation,Married,58512.0,0,1,19-09-2013,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,0
6887,1967,Graduation,Single,79146.0,1,1,24-04-2014,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,0
6406,1988,Master,Married,78285.0,0,0,28-10-2013,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,1
4508,1952,Graduation,Single,75127.0,0,0,22-05-2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,1
5331,1977,Graduation,Married,74985.0,0,0,11-09-2012,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,1
1911,1987,Graduation,Together,67430.0,0,0,05-09-2012,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,0
8786,1956,Master,Married,62058.0,0,1,26-05-2013,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,0
10582,1979,Graduation,Married,72063.0,0,1,03-07-2013,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,1
1915,1951,PhD,Married,78939.0,0,0,12-12-2013,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,0
4964,1958,PhD,Together,74250.0,0,0,26-01-2014,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,1
2461,1955,Master,Single,51124.0,1,1,18-12-2013,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,0
10736,1971,Graduation,Single,72258.0,0,1,12-09-2013,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,1
3194,1974,PhD,Single,71466.0,0,0,05-04-2014,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,1
6543,1945,Master,Together,62847.0,0,0,15-01-2013,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,1
10446,1957,PhD,Married,82017.0,0,0,07-11-2012,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,1
11075,1978,Graduation,Married,51267.0,1,1,29-10-2013,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,0
6722,1954,PhD,Married,70421.0,0,1,28-06-2014,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,0
796,1965,2n Cycle,Divorced,60161.0,0,1,23-10-2012,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,0
3749,1973,Graduation,Together,73926.0,0,0,02-03-2013,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,1
310,1970,Master,Married,61872.0,0,1,13-12-2013,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,0
9930,1944,PhD,Single,82716.0,0,0,05-11-2013,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,0
7326,1971,Master,Married,56850.0,0,1,23-03-2014,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,0
7352,1957,Graduation,Married,55267.0,0,1,21-10-2013,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,3,11,0,0
2350,1972,Graduation,Married,59666.0,1,1,22-03-2013,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,0
9145,1972,Graduation,Single,72504.0,0,1,06-04-2013,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,3,11,0,1
9687,1975,Graduation,Single,73170.0,0,0,31-05-2014,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,3,11,0,0
3732,1955,Master,Married,52750.0,0,1,04-02-2013,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,3,11,0,0
6303,1986,PhD,Together,91820.0,0,0,23-11-2013,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,3,11,0,1
11176,1970,PhD,Together,65968.0,0,1,12-05-2014,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,3,11,0,0
3900,1972,Graduation,Married,65685.0,0,1,29-03-2014,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,3,11,0,0
9493,1980,PhD,Single,76412.0,0,0,05-05-2013,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,3,11,1,1
1,1961,Graduation,Single,57091.0,0,0,15-06-2014,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,3,11,1,0
5536,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,0
5989,1959,2n Cycle,Divorced,78353.0,0,1,16-04-2013,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,3,11,0,1
9499,1954,Graduation,Married,93404.0,1,2,07-05-2013,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,3,11,0,0
2150,1958,PhD,Widow,80995.0,0,1,11-05-2013,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,3,11,0,1
4887,1976,PhD,Divorced,55412.0,1,1,22-11-2013,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,3,11,0,0
3321,1967,PhD,Together,56575.0,0,2,05-05-2013,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,3,11,0,0
9904,1956,Graduation,Married,71391.0,0,1,29-03-2013,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,0
5687,1980,Graduation,Divorced,81702.0,0,0,23-09-2012,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1
5121,1977,Graduation,Single,56628.0,0,1,21-03-2014,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,3,11,0,0
5332,1960,2n Cycle,Married,82504.0,0,0,27-07-2013,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,3,11,0,1
5848,1970,Graduation,Together,81205.0,0,0,13-01-2014,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,3,11,1,1
10343,1991,2n Cycle,Single,61618.0,0,0,29-09-2012,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,3,11,0,1
5935,1956,Master,Single,55284.0,0,1,24-12-2012,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,3,11,0,0
9477,1954,PhD,Married,65324.0,0,1,11-01-2014,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,3,11,0,0
4856,1957,2n Cycle,Married,82347.0,0,0,06-11-2012,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,3,11,0,1
1456,1979,Graduation,Single,60474.0,0,1,01-04-2013,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,3,11,0,1
425,1985,Graduation,Married,55357.0,2,0,19-02-2013,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,3,11,0,0
1031,1989,2n Cycle,Married,85710.0,0,0,05-05-2013,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,3,11,0,1
2036,1973,PhD,Together,57906.0,0,1,11-06-2013,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,3,11,0,0
8687,1978,Graduation,Together,53172.0,0,1,06-05-2013,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,3,11,0,0
10140,1983,PhD,Together,70123.0,0,0,28-09-2013,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,3,11,0,1
9353,1959,Graduation,Single,62450.0,0,1,06-01-2014,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,0
7631,1978,Master,Together,61346.0,1,0,06-10-2013,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,3,11,0,0
4789,1953,Graduation,Together,80812.0,0,0,17-09-2013,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,3,11,0,1
1446,1956,Master,Single,86424.0,0,0,05-04-2014,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,3,11,0,1
8017,1981,2n Cycle,Married,51111.0,1,1,19-06-2014,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0
5830,1972,PhD,Single,86857.0,0,0,12-09-2012,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,1
4597,1970,PhD,Together,82072.0,0,0,02-07-2013,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,3,11,0,1
8825,1962,Graduation,Together,51195.0,1,1,01-04-2013,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,3,11,0,0
2930,1978,Master,Single,68092.0,0,0,16-12-2013,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,3,11,0,0
7108,1965,Master,Widow,51390.0,1,1,08-09-2012,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,3,11,0,0
10925,1983,Graduation,Married,76630.0,0,0,14-01-2014,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,3,11,0,1
9224,1972,PhD,Single,55260.0,0,1,12-12-2012,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,3,11,0,0
5519,1956,Graduation,Together,64090.0,0,1,07-08-2013,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,3,11,1,0
5046,1958,Graduation,Divorced,78331.0,0,1,23-01-2014,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,3,11,0,1
8624,1958,Graduation,Married,81320.0,0,0,06-02-2013,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,3,11,0,1
8945,1970,Graduation,Divorced,54137.0,0,1,16-08-2013,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,3,11,0,0
6445,1967,Graduation,Together,66825.0,0,0,14-07-2013,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,3,11,0,1
2727,1973,Graduation,Together,57100.0,0,0,04-12-2013,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,3,11,0,0
6404,1969,Graduation,Together,58917.0,1,2,24-03-2013,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,3,11,0,0
11074,1977,Graduation,Single,85072.0,0,0,09-04-2014,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,3,11,0,1
10150,1961,Graduation,Single,86429.0,0,0,21-11-2013,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,3,11,1,1
7053,1966,PhD,Single,78420.0,0,0,29-06-2013,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,3,11,0,1
4654,1992,Graduation,Together,75114.0,0,0,07-11-2013,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,3,11,0,1
9760,1963,PhD,Widow,52278.0,0,1,25-01-2013,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,3,11,1,0
10619,1994,Graduation,Single,95529.0,0,0,03-12-2012,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,3,11,1,1
9308,1954,Graduation,Married,62820.0,0,0,11-05-2013,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,0
10505,1960,Master,Together,73113.0,0,0,26-12-2013,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,3,11,0,0
8362,1982,PhD,Married,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,1
4637,1954,PhD,Single,74637.0,0,0,18-05-2013,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,3,11,0,1
4483,1993,Graduation,Single,72354.0,0,0,17-04-2013,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,3,11,0,1
8931,1986,Graduation,Together,83033.0,1,0,18-05-2014,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,3,11,0,1
2008,1978,Graduation,Married,77583.0,0,0,10-02-2014,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,3,11,0,1
3139,1982,2n Cycle,Single,74116.0,0,0,30-12-2013,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,3,11,0,1
10037,1993,Graduation,Single,74293.0,0,0,04-05-2014,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,1
10673,1976,PhD,Married,68397.0,0,1,17-11-2013,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,3,11,0,1
5303,1974,PhD,Together,79632.0,0,0,08-04-2014,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,3,11,0,1
7922,1951,PhD,Single,64950.0,0,1,12-08-2012,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,3,11,0,0
4843,1952,Graduation,Single,75127.0,0,0,22-05-2014,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,1
1628,1971,Graduation,Together,71796.0,0,0,24-10-2013,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,3,11,0,1
1204,1970,PhD,Married,67536.0,0,1,22-05-2013,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,3,11,0,1
3673,1971,Graduation,Single,55239.0,0,1,14-07-2013,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,3,11,0,0
760,1975,PhD,Divorced,60554.0,1,0,09-08-2013,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,3,11,0,0
8957,1952,2n Cycle,Single,64831.0,1,1,10-06-2013,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,3,11,0,0
4128,1962,PhD,Together,56067.0,0,1,20-07-2013,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,3,11,0,0
6810,1983,Graduation,Divorced,82025.0,0,0,28-05-2013,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,3,11,1,1
5386,1953,Graduation,Together,94384.0,0,0,04-03-2013,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,3,11,1,1
3202,1987,PhD,Married,51563.0,0,0,01-10-2012,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,0
1328,1982,2n Cycle,Married,57937.0,0,1,16-02-2014,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,3,11,0,0
8405,1979,Graduation,Divorced,68274.0,1,1,30-09-2013,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,3,11,0,0
2882,1975,2n Cycle,Divorced,67893.0,0,1,01-10-2012,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,3,11,0,0
6387,1976,PhD,Together,52190.0,1,1,08-05-2014,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,3,11,0,0
5748,1965,Graduation,Married,59754.0,0,1,01-12-2012,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,3,11,1,0
2134,1952,Graduation,Single,53700.0,0,1,17-08-2012,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,3,11,0,0
1523,1973,Graduation,Married,59041.0,1,1,07-05-2014,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,0
9665,1957,PhD,Divorced,54237.0,0,1,27-04-2013,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,3,11,0,0
4640,1967,Graduation,Divorced,70647.0,0,1,21-09-2012,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,3,11,0,0
3635,1962,PhD,Single,52597.0,0,1,07-05-2014,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,3,11,0,0
5633,1980,Graduation,Married,50183.0,1,1,25-06-2014,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,3,11,0,0
7801,1959,Graduation,Together,54753.0,0,1,12-09-2013,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,3,11,0,0
10489,1973,Graduation,Married,92955.0,0,0,19-08-2013,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,3,11,1,1
10981,1988,Graduation,Married,84219.0,0,0,02-02-2014,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,3,11,0,1
6357,1959,2n Cycle,Divorced,59052.0,0,1,17-11-2013,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,3,11,0,0
9209,1971,Master,Together,80573.0,0,0,14-10-2012,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,3,11,0,1
10286,1962,Graduation,Married,83715.0,0,0,03-02-2014,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,3,11,0,1
2611,1959,Master,Together,82576.0,0,0,01-08-2012,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,3,11,0,1
1600,1965,Master,Married,56962.0,2,1,11-10-2013,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,0
5407,1954,Graduation,Together,53103.0,0,1,12-09-2013,70,729,17,133,11,0,195,5,10,6,7,7,1,0,0,0,0,0,3,11,0,0
3056,1978,Graduation,Divorced,63693.0,0,1,14-10-2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,1
5718,1950,Graduation,Married,80763.0,0,0,15-08-2013,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,0,3,11,1,0
6872,1974,PhD,Married,65352.0,0,1,21-08-2013,43,284,3,84,4,7,23,2,4,2,8,4,0,0,0,0,0,0,3,11,0,0
8164,1978,PhD,Married,82170.0,0,0,25-11-2013,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,3,11,0,1
4580,1969,Graduation,Married,75759.0,0,0,25-10-2013,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,1
9305,1976,2n Cycle,Single,79689.0,0,0,12-05-2013,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,3,11,0,1
8545,1954,Graduation,Divorced,85683.0,0,0,21-03-2014,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,1,1,1,0,3,11,1,1
7646,1989,Graduation,Single,64449.0,1,0,18-02-2014,70,218,63,282,137,35,70,4,5,3,12,4,0,0,0,0,0,0,3,11,0,0
1640,1954,Graduation,Divorced,64587.0,1,1,22-06-2014,49,66,0,16,0,6,20,2,1,1,4,3,0,0,0,0,0,0,3,11,0,0
8492,1978,Graduation,Together,75437.0,0,0,09-11-2013,25,795,0,545,95,58,0,1,8,4,10,6,0,0,0,1,0,0,3,11,0,1
1212,1973,Graduation,Married,52845.0,1,0,13-08-2013,7,384,25,292,130,41,64,3,8,8,6,6,1,0,0,0,0,0,3,11,0,0
10473,1956,PhD,Widow,78028.0,0,1,10-09-2012,38,158,19,288,25,0,38,1,6,4,9,7,0,1,1,0,0,0,3,11,1,0
7962,1987,PhD,Single,95169.0,0,0,09-10-2013,1,1285,21,449,106,20,20,1,4,3,4,1,0,0,1,1,0,0,3,11,1,1
9984,1981,2n Cycle,Married,56337.0,1,1,27-03-2013,25,349,16,144,28,5,182,5,8,5,4,8,1,0,0,1,0,0,3,11,1,0
8952,1953,Master,Married,65569.0,0,1,05-11-2012,96,397,46,288,20,38,70,2,6,5,10,3,0,0,0,0,0,0,3,11,0,0
241,1952,Graduation,Together,83844.0,0,0,12-05-2013,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,1
5236,1979,Graduation,Together,77568.0,0,1,25-08-2012,30,1230,0,396,232,178,158,1,10,2,8,5,0,1,1,1,0,0,3,11,0,1
10634,1951,Master,Married,59412.0,0,0,19-04-2014,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,3,11,0,0
7010,1965,2n Cycle,Married,70924.0,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,0
8562,1969,Graduation,Together,54165.0,0,0,28-05-2013,72,127,4,73,15,6,11,1,2,1,7,2,0,0,0,0,0,0,3,11,0,0
6059,1953,PhD,Together,64504.0,1,2,04-03-2013,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,0,3,11,1,0
8911,1967,PhD,Married,56320.0,0,1,08-04-2013,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,0
8985,1964,2n Cycle,Together,68316.0,0,1,04-11-2012,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,0
5204,1971,Graduation,Together,74538.0,0,0,29-06-2013,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,1
9220,1971,Graduation,Single,91700.0,0,0,17-01-2013,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,1
9888,1969,Graduation,Together,68695.0,0,0,25-06-2014,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,1
1020,1973,Graduation,Married,79593.0,0,0,12-05-2014,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,1
3717,1959,Graduation,Married,61180.0,0,1,23-04-2014,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,0
4998,1962,Graduation,Together,76081.0,0,0,23-05-2014,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,1
4002,1960,PhD,Married,77037.0,0,1,13-10-2013,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,1
4767,1965,2n Cycle,Married,70924.0,0,0,07-04-2014,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,0
4475,1949,PhD,Married,69098.0,0,0,16-02-2013,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,1
7290,1985,Graduation,Single,70596.0,0,0,05-10-2012,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,1
8104,1951,PhD,Married,53312.0,0,0,09-08-2013,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,0
4507,1952,Graduation,Single,72228.0,0,0,27-11-2012,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,1
11013,1987,Graduation,Together,67605.0,0,0,31-03-2013,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,0
4491,1949,Master,Married,62845.0,1,1,01-10-2012,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,0
3759,1958,Graduation,Together,65196.0,0,2,25-07-2013,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,0
10766,1964,PhD,Married,65526.0,0,1,11-04-2014,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,0
3005,1992,Graduation,Single,83528.0,0,0,01-05-2014,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,1
2223,1965,2n Cycle,Divorced,64176.0,0,1,03-08-2012,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,0
2875,1978,Graduation,Married,67023.0,0,0,04-03-2014,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,1
11112,1966,Graduation,Together,70713.0,0,1,03-12-2012,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,0
3807,1955,Graduation,Together,59925.0,0,1,30-11-2012,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,0
6421,1961,Graduation,Together,88347.0,0,0,03-07-2013,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,1
4207,1981,PhD,Married,87171.0,0,0,01-05-2013,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,0
10855,1968,Master,Single,50014.0,1,0,22-01-2014,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,0
3535,1965,Graduation,Single,66294.0,0,0,17-03-2014,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,1
8707,1956,Graduation,Married,79456.0,0,0,22-08-2012,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,1
6072,1970,Master,Single,75345.0,0,0,02-02-2013,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,1
6295,1977,Graduation,Married,54233.0,0,1,04-02-2013,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,0
1509,1958,PhD,Together,84460.0,0,0,04-01-2013,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,0
7348,1958,PhD,Single,71691.0,0,0,17-03-2014,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,1
